Wahlkreis-Bez;AGS;Landname;Gemeindename;CDU/CSU;SPD;AFD;FDP;DIE LINKE;GRÜNE;Sieger
Flensburg – Schleswig;01059037;Schleswig-Holstein;Havetoft;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059042;Schleswig-Holstein;Idstedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059049;Schleswig-Holstein;Klappholz;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059062;Schleswig-Holstein;Neuberend;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059073;Schleswig-Holstein;Schaalby;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059081;Schleswig-Holstein;Stolk;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059082;Schleswig-Holstein;Struxdorf;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059084;Schleswig-Holstein;Süderfahrenstedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059086;Schleswig-Holstein;Taarstedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059090;Schleswig-Holstein;Tolk;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059093;Schleswig-Holstein;Uelsby;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059097;Schleswig-Holstein;Twedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059098;Schleswig-Holstein;Nübel;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059189;Schleswig-Holstein;Brodersby-Goltoft;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059102;Schleswig-Holstein;Ahneby;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059109;Schleswig-Holstein;Esgrus;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059112;Schleswig-Holstein;Gelting;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059121;Schleswig-Holstein;Hasselberg;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059136;Schleswig-Holstein;Kronsgaard;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059142;Schleswig-Holstein;Maasholm;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059147;Schleswig-Holstein;Nieby;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059148;Schleswig-Holstein;Niesgrau;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059152;Schleswig-Holstein;Pommerby;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059154;Schleswig-Holstein;Rabel;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059155;Schleswig-Holstein;Rabenholz;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059163;Schleswig-Holstein;Stangheck;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059164;Schleswig-Holstein;Steinberg;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059167;Schleswig-Holstein;Sterup;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059168;Schleswig-Holstein;Stoltebüll;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059186;Schleswig-Holstein;Steinbergkirche;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059010;Schleswig-Holstein;Bollingstedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059023;Schleswig-Holstein;Ellingstedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059039;Schleswig-Holstein;Hollingstedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059041;Schleswig-Holstein;Hüsby;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059044;Schleswig-Holstein;Jübek;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059057;Schleswig-Holstein;Lürschau;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059077;Schleswig-Holstein;Schuby;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059079;Schleswig-Holstein;Silberstedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059092;Schleswig-Holstein;Treia;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059001;Schleswig-Holstein;Alt Bennebek;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059005;Schleswig-Holstein;Bergenhusen;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059009;Schleswig-Holstein;Börm;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059020;Schleswig-Holstein;Dörpstedt;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059024;Schleswig-Holstein;Erfde;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059035;Schleswig-Holstein;Groß Rheide;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059050;Schleswig-Holstein;Klein Bennebek;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059051;Schleswig-Holstein;Klein Rheide;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059053;Schleswig-Holstein;Kropp;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059058;Schleswig-Holstein;Meggerdorf;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059087;Schleswig-Holstein;Tetenhusen;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059088;Schleswig-Holstein;Tielen;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059096;Schleswig-Holstein;Wohlde;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Flensburg – Schleswig;01059188;Schleswig-Holstein;Stapel;0,203896431;0,254768369;0,057757873;0,107426172;0,041847446;0,186424073;SPD
Nordfriesland – Dithmarschen Nord;01051044;Schleswig-Holstein;Heide, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051005;Schleswig-Holstein;Barkenholm;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051008;Schleswig-Holstein;Bergewöhrden;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051019;Schleswig-Holstein;Dellstedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051020;Schleswig-Holstein;Delve;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051023;Schleswig-Holstein;Dörpling;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051030;Schleswig-Holstein;Fedderingen;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051035;Schleswig-Holstein;Gaushorn;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051036;Schleswig-Holstein;Glüsing;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051038;Schleswig-Holstein;Groven;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051047;Schleswig-Holstein;Hemme;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051049;Schleswig-Holstein;Hennstedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051052;Schleswig-Holstein;Hövede;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051053;Schleswig-Holstein;Hollingstedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051058;Schleswig-Holstein;Karolinenkoog;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051060;Schleswig-Holstein;Kleve;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051061;Schleswig-Holstein;Krempel;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051065;Schleswig-Holstein;Lehe;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051068;Schleswig-Holstein;Linden;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051071;Schleswig-Holstein;Lunden;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051080;Schleswig-Holstein;Norderheistedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051088;Schleswig-Holstein;Pahlen;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051092;Schleswig-Holstein;Rehm-Flehde-Bargen;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051096;Schleswig-Holstein;Sankt Annen;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051100;Schleswig-Holstein;Schalkholz;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051102;Schleswig-Holstein;Schlichting;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051114;Schleswig-Holstein;Tellingstedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051117;Schleswig-Holstein;Tielenhemme;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051120;Schleswig-Holstein;Wallen;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051125;Schleswig-Holstein;Welmbüttel;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051131;Schleswig-Holstein;Westerborstel;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051133;Schleswig-Holstein;Wiemerstedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051136;Schleswig-Holstein;Wrohm;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051139;Schleswig-Holstein;Süderdorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051141;Schleswig-Holstein;Süderheistedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051048;Schleswig-Holstein;Hemmingstedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051067;Schleswig-Holstein;Lieth;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051069;Schleswig-Holstein;Lohe-Rickelshof;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051075;Schleswig-Holstein;Neuenkirchen;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051081;Schleswig-Holstein;Norderwöhrden;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051082;Schleswig-Holstein;Nordhastedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051087;Schleswig-Holstein;Ostrohe;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051107;Schleswig-Holstein;Stelle-Wittenwurth;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051113;Schleswig-Holstein;Wöhrden;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051122;Schleswig-Holstein;Weddingstedt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051130;Schleswig-Holstein;Wesseln;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051013;Schleswig-Holstein;Büsum;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051014;Schleswig-Holstein;Büsumer Deichhausen;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051033;Schleswig-Holstein;Friedrichsgabekoog;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051043;Schleswig-Holstein;Hedwigenkoog;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051045;Schleswig-Holstein;Hellschen-Heringsand-Unterschaar;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051050;Schleswig-Holstein;Hillgroven;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051079;Schleswig-Holstein;Norddeich;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051084;Schleswig-Holstein;Oesterdeichstrich;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Nordfriesland – Dithmarschen Nord;01051093;Schleswig-Holstein;Reinsbüttel;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
